population,pop2024,pop2023,city,country,growthRate,type,rank,latitude,longitude
1329300,1329300,1324650,Porto,Portugal,0.0035,w,424,41.1494512,-8.6107884
1327950,1327950,1323340,Prague,Czech Republic,0.0035,w,425,50.0596288,14.446459273258009
1324110,1324110,1291280,Astana,Kazakhstan,0.0254,w,426,51.1159933,71.46770587485393
1320780,1320780,1282480,Jieyang,China,0.0299,w,427,23.553156,116.3680354
1317280,1317280,1304560,Fushun Liaoning,China,0.0098,w,428,41.6958035,124.1513595
1316460,1316460,1288240,Mysore,India,0.0219,w,429,12.3051828,76.6553609
1314920,1314920,1252890,Abomey-Calavi,Benin,0.0495,w,430,6.51096225,2.3303076367454025
1314780,1314780,1281790,Ruian,China,0.0257,w,431,27.7809047,120.6512652
1313310,1313310,1290040,Fes,Morocco,0.018,w,432,34.0346534,-5.0161926
1312630,1312630,1295930,Port Elizabeth,South Africa,0.0129,w,433,-33.9618359,25.6186512
1309900,1309900,1294490,Florianopolis,Brazil,0.0119,w,434,-27.5973002,-48.5496098
1309370,1309370,1293620,Ahvaz,Iran,0.0122,w,435,31.3230637,48.67932
1308470,1308470,1248780,Bukavu,DR Congo,0.0478,w,436,-2.5055839,28.8594885
1302753,1302753,1302868,Dallas,United States,-0.0001,us,437,32.7762719,-96.7968559
1300990,1300990,1239190,Nnewi,Nigeria,0.0499,w,438,6.019531,6.917181
1296230,1296230,1291880,Kazan,Russia,0.0034,w,439,55.7823547,49.1242266
1296060,1296060,1257940,Jinhua,China,0.0303,w,440,29.1080344,119.6486487
1292130,1292130,1273320,San Luis Potosi,Mexico,0.0148,w,441,22.5000001,-100.4949145
1290230,1290230,1261080,Baoji,China,0.0231,w,442,34.3609713,107.2322378
1289670,1289670,1266030,Durg-Bhilainagar,India,0.0187,w,443,0.0,0.0
1289250,1289250,1257640,Bhubaneswar,India,0.0251,w,444,20.2602964,85.8394521
1287950,1287950,1247550,Kigali,Rwanda,0.0324,w,445,-1.8859597,30.1296751
1287540,1287540,1288110,Sofia,Bulgaria,-0.0004,w,446,42.6977028,23.3217359
1285750,1285750,1256580,Pingdingshan Henan,China,0.0232,w,447,33.7374744,113.2981436
1284550,1284550,1270170,Dublin,Ireland,0.0113,w,448,53.3493795,-6.2605593
1282760,1282760,1254160,Puning,China,0.0228,w,449,23.3000453,116.160937
1279540,1279540,1252410,Chifeng,China,0.0217,w,450,43.2564906,118.9759212
1277240,1277240,1254520,Zhuzhou,China,0.0181,w,451,27.049812,113.55087
1277050,1277050,1206770,Bujumbura,Burundi,0.0582,w,452,-3.3638125,29.3675028
1275400,1275400,1250670,Zhenjiang Jiangsu,China,0.0198,w,453,32.1891959,119.4200069
1272870,1272870,1230640,Liupanshui,China,0.0343,w,454,26.5963778,104.8279652
1267870,1267870,1254190,Barquisimeto,Venezuela,0.0109,w,455,10.0774374,-69.3222293
1266790,1266790,1232450,Islamabad,Pakistan,0.0279,w,456,33.6938118,73.0651511
1264860,1264860,1236270,Huaibei,China,0.0231,w,457,40.3873572,116.6833875
1258120,1258120,1213780,Tasikmalaya,Indonesia,0.0365,w,458,-7.3262484,108.2201154
1256550,1256550,1242940,Maracay,Venezuela,0.0109,w,459,10.2375144,-67.5890216
1256160,1256160,1231440,Bogor,Indonesia,0.0201,w,460,-6.5962986,106.7972421
1253230,1253230,1220630,Da Nang,Vietnam,0.0267,w,461,16.068,108.212
1250300,1250300,1224630,Nanyang Henan,China,0.021,w,462,33.0010496,112.5292693
1250300,1250300,1251330,Nizhniy Novgorod,Russia,-0.0008,w,463,56.3264816,44.0051395
1249380,1249380,1223910,Xiangtan Hunan,China,0.0208,w,464,27.681864,112.626292
1247180,1247180,1207280,Pizhou,China,0.033,w,465,34.3402702,118.0068173
1244980,1244980,1221960,Tiruchirappalli,India,0.0188,w,466,10.804973,78.6870296
1243880,1243880,1240930,Chelyabinsk,Russia,0.0024,w,467,55.1559312,61.401272564351316
1242320,1242320,1226430,Mendoza,Argentina,0.013,w,468,-34.787093049999996,-68.43818677312292
1241150,1241150,1197940,Luohe,China,0.0361,w,469,33.688056,113.913056
1240160,1240160,1183040,Xiongan,China,0.0483,w,470,39.0480479,115.9075331
1239700,1239700,1214780,Chandigarh,India,0.0205,w,471,30.7334421,76.7797143
1239650,1239650,1220600,Merida,Mexico,0.0156,w,472,20.9670759,-89.6237402
1238380,1238380,1215380,Jinzhou,China,0.0189,w,473,41.494444,121.615278
1237550,1237550,1216850,Benxi,China,0.017,w,474,41.2921601,123.7593948
1233580,1233580,1200220,Binzhou,China,0.0278,w,475,37.3821206,117.9647262
1230410,1230410,1188800,Aba,Nigeria,0.035,w,476,5.1128008,7.3651376
1228770,1228770,1213350,Chiang Mai,Thailand,0.0127,w,477,18.7882778,98.9858802
1225590,1225590,1175990,Bazhong,China,0.0422,w,478,31.8689322,106.7416618
1221500,1221500,1190350,Quetta,Pakistan,0.0262,w,479,30.1916569,67.0006542
1221450,1221450,1187400,Kaduna,Nigeria,0.0287,w,480,10.3825318,7.8533226
1218070,1218070,1196840,Guilin,China,0.0177,w,481,25.2779894,110.2910622
1207860,1207860,1171690,Saharanpur,India,0.0309,w,482,29.9856799,77.50406459058038
1205430,1205430,1181190,Hubli-Dharwad,India,0.0205,w,483,15.3518378,75.1379848
1201400,1201400,1169860,Yueqing,China,0.027,w,484,28.1178498,120.9795761
1199460,1199460,1176330,Guwahati,India,0.0197,w,485,26.1805978,91.753943
1196980,1196980,1178480,Mexicali,Mexico,0.0157,w,486,32.6405247,-115.474899
1194760,1194760,1169950,Salem,India,0.0212,w,487,11.64696155,78.21069575456464
1193250,1193250,1162790,Maputo,Mozambique,0.0262,w,488,-25.966213,32.56745
1192440,1192440,1183290,Tripoli,Libya,0.0077,w,489,32.896672,13.1777923
1186480,1186480,1174430,Haifa,Israel,0.0103,w,490,32.8191218,34.9983856
1186230,1186230,1162240,Bandar Lampung,Indonesia,0.0206,w,491,-5.4460713,105.2643742
1185050,1185050,1128650,Bobo-Dioulasso,Burkina Faso,0.05,w,492,11.1765796,-4.2961436
1181820,1181820,1174020,Amsterdam,Netherlands,0.0066,w,493,52.3730796,4.8924534
1181020,1181020,1155070,Shimkent,Kazakhstan,0.0225,w,494,42.3146962,69.5883282
1180680,1180680,1180740,Omsk,Russia,-0.0001,w,495,54.983006700000004,73.37452243916528
1179300,1179300,1161450,Aguascalientes,Mexico,0.0154,w,496,21.9942689,-102.3726689
1176620,1176620,1127200,Hargeysa,Somalia,0.0438,w,497,9.561733,44.061803
1173100,1173100,1166790,Krasnoyarsk,Russia,0.0054,w,498,56.0091173,92.872586
1160840,1160840,1140600,Xinxiang,China,0.0177,w,499,35.308611,114.051111
1159370,1159370,1126250,Siliguri,India,0.0294,w,500,26.7164127,88.4309916
1159260,1159260,1131360,Wenling,China,0.0247,w,501,28.3761941,121.3808408
1154450,1154450,1155730,Samara,Russia,-0.0011,w,502,53.2194648,50.2039316
1150860,1150860,1133630,Zaozhuang,China,0.0152,w,503,32.9184422,116.0676049
1149010,1149010,1143720,Cologne,Germany,0.0046,w,504,50.938361,6.959974
1147970,1147970,1135670,Yongin,South Korea,0.0108,w,505,37.2405741,127.1785572
1146790,1146790,1144800,Ufa,Russia,0.0017,w,506,54.7261409,55.947499
1146340,1146340,1120690,Fuyang,China,0.0229,w,507,32.91667,115.8639622
1145220,1145220,1093310,Ikorodu,Nigeria,0.0475,w,508,6.6191233,3.5041271
1143000,1143000,1110820,Bien Hoa,Vietnam,0.029,w,509,10.9509538,106.8226134
1142680,1142680,1118830,Jalandhar,India,0.0213,w,510,31.29223115,75.56788777097373
1142540,1142540,1120680,Panjin,China,0.0195,w,511,41.1796147,122.0524321
1140260,1140260,1112680,Ma'anshan,China,0.0248,w,512,31.6866105,118.5048377
1140170,1140170,1123840,Cuernavaca,Mexico,0.0145,w,513,18.9218274,-99.2342282
1139640,1139640,1138850,Rostov-on-Don,Russia,0.0007,w,514,47.2216548,39.7096061
1135340,1135340,1116300,Chihuahua,Mexico,0.0171,w,515,28.5000001,-106.0000001
1131720,1131720,1100270,Fuzhou Jiangxi,China,0.0286,w,516,27.9511188,116.3530413
1131230,1131230,1077110,Tshikapa,DR Congo,0.0502,w,517,-6.4230495,20.7887691
1130890,1130890,1106740,Shangrao,China,0.0218,w,518,28.4582821,117.9381305
1128180,1128180,1100320,Samarinda,Indonesia,0.0253,w,519,-0.5017804,117.1393089
1127720,1127720,1104740,Bishkek,Kyrgyzstan,0.0208,w,520,42.8777895,74.6066926
1127600,1127600,1103200,Zhaoqing,China,0.0221,w,521,23.0501661,112.4603629
1123380,1123380,1116050,San Salvador,El Salvador,0.0066,w,522,13.6989939,-89.1914249
1122040,1122040,1078630,Yichun Jiangxi,China,0.0402,w,523,28.3803015,115.0153957
1119790,1119790,1084970,Chenzhou,China,0.0321,w,524,25.7733598,113.0094337
1119530,1119530,1077930,Sekondi Takoradi,Ghana,0.0386,w,525,4.927456,-1.7490216
1116500,1116500,1087410,Leshan,China,0.0268,w,526,29.5851296,103.747791
1116190,1116190,1079670,Aden,Yemen,0.0338,w,527,12.789585,45.028504
1114080,1114080,1105280,Goyang,South Korea,0.008,w,528,37.6581862,126.8319452
1113330,1113330,1096940,Diyarbakir,Turkey,0.0149,w,529,37.9162222,40.2363542
1111750,1111750,1072670,Asmara,Eritrea,0.0364,w,530,15.3389667,38.9326763
1108360,1108360,1080680,Dezhou,China,0.0256,w,531,37.4363704,116.3534091
1108070,1108070,1089890,Jingzhou Hubei,China,0.0167,w,532,30.3375612,112.2337264
1107120,1107120,1094510,Managua,Nicaragua,0.0115,w,533,12.1544035,-86.2737642
1107000,1107000,1086210,Johor Bahru,Malaysia,0.0191,w,534,1.4581986,103.7649059
1101610,1101610,1084620,Kermanshah,Iran,0.0157,w,535,34.486732,46.80872698861859
1101310,1101310,1056950,Nyala,Sudan,0.042,w,536,12.2809691,24.7741672
1100870,1100870,1085990,Oslo,Norway,0.0137,w,537,59.9133301,10.7389701
1100390,1100390,1074880,Kirkuk,Iraq,0.0237,w,538,35.4719308,44.3953896
1097540,1097540,1094810,Yerevan,Armenia,0.0025,w,539,40.1777112,44.5126233
1096460,1096460,1087600,Cartagena,Colombia,0.0081,w,540,10.4265566,-75.5441671
1093690,1093690,1059900,Changshu,China,0.0319,w,541,31.6572954,120.7480757
1091810,1091810,1067650,Huzhou,China,0.0226,w,542,30.8942995,120.0851114
1091740,1091740,1063880,Xuchang,China,0.0262,w,543,34.0457133,113.8225908
1088130,1088130,1070320,Solapur,India,0.0166,w,544,17.84990665,75.27632027348457
1085200,1085200,1079120,Lille,France,0.0056,w,545,50.6365654,3.0635282
1084820,1084820,1069400,Mersin,Turkey,0.0144,w,546,36.7978381,34.6298391
1084470,1084470,1082240,Tbilisi,Georgia,0.0021,w,547,41.6934591,44.8014495
1084120,1084120,1081770,Perm,Russia,0.0022,w,548,58.014965,56.246723
1083720,1083720,1080810,Voronezh,Russia,0.0027,w,549,51.6605982,39.2005858
1075240,1075240,1053040,Denpasar,Indonesia,0.0211,w,550,-8.6524973,115.2191175
1070750,1070750,1060460,Toulouse,France,0.0097,w,551,43.6044622,1.4442469
1070620,1070620,1030970,Blantyre-Limbe,Malawi,0.0385,w,552,-15.8040824,35.0394839
1070120,1070120,1056990,Aracaju,Brazil,0.0124,w,553,-10.9162061,-37.0774655
1067170,1067170,1049690,Marrakech,Morocco,0.0167,w,554,31.6258257,-7.9891608
1066900,1066900,1038960,Qujing,China,0.0269,w,555,25.719931,103.986131
1064170,1064170,1048890,Yueyang,China,0.0146,w,556,29.060703,113.348653
1063710,1063710,1030500,Ilorin,Nigeria,0.0322,w,557,8.4963657,4.5480484
1062570,1062570,1047250,Tampico,Mexico,0.0146,w,558,22.2157619,-97.8577713
1061090,1061090,1057220,Antwerp,Belgium,0.0037,w,559,51.2211097,4.3997081
1059660,1059660,1050460,Teresina,Brazil,0.0088,w,560,-5.0874608,-42.8049571
1055920,1055920,1020400,Guiping,China,0.0348,w,561,23.3916357,110.074064
1055600,1055600,1031090,Warangal,India,0.0238,w,562,17.9820644,79.5970954
1055370,1055370,1054440,Changwon,South Korea,0.0009,w,563,35.227956,128.6818586
1052850,1052850,1033640,Padang,Indonesia,0.0186,w,564,-0.9247587,100.3632561
1050320,1050320,1034130,Saltillo,Mexico,0.0157,w,565,25.4230425,-100.9927509
1049490,1049490,1023760,Xintai,China,0.0251,w,566,35.9094557,117.7620286
1045000,1045000,1022600,Cancun,Mexico,0.0219,w,567,21.1527467,-86.8425761
1042610,1042610,1024940,Cebu City,Philippines,0.0172,w,568,10.2935639,123.9019209
1039230,1039230,1026770,San Miguel de Tucuman,Argentina,0.0121,w,569,-26.8303703,-65.2038133
1034500,1034500,995747,Hamah,Syria,0.0389,w,570,35.1343368,36.7496276
1032770,1032770,1018980,Acapulco de Juarez,Mexico,0.0135,w,571,16.8680495,-99.8940182
1031420,1031420,986921,Warri,Nigeria,0.0451,w,572,5.5186186,5.7480196
1025510,1025510,1013240,Kayseri,Turkey,0.0121,w,573,38.7219011,35.4873214
1024520,1024520,993097,Chengde,China,0.0316,w,574,40.7721353,118.163919
